RM_ID,ReefID,LAT,LON,GBR_NAME,OldReefName,GBRMPARegion,,Shelf_position,AIMS_sector,GreenZone,Priority,Reference_Area_km2,Geom_total_km2,Geom_CH_km2,GeomCH_2D_Area_km2,GeomCH_3D_Area_km2,,CullSites,C_oct15,C_con1,C_dir1,C_ang1,C_dis1,C_con2,C_dir2,C_ang2,C_dis2,C_nov15,C_con1,C_dir1,C_ang1,C_dis1,C_con2,C_dir2,C_ang2,C_dis2,C_dec15,C_con1,C_dir1,C_ang1,C_dis1,C_con2,C_dir2,C_ang2,C_dis2,C_oct_16,C_con1,C_dir1,C_ang1,C_dis1,C_con2,C_dir2,C_ang2,C_dis2,C_nov16,C_con1,C_dir1,C_ang1,C_dis1,C_con2,C_dir2,C_ang2,C_dis2,C_dec16,C_con1,C_dir1,C_ang1,C_dis1,C_con2,C_dir2,C_ang2,C_dis2,C_oct17,C_con1,C_dir1,C_ang1,C_dis1,C_con2,C_dir2,C_ang2,C_dis2,C_nov17,C_con1,C_dir1,C_ang1,C_dis1,C_con2,C_dir2,C_ang2,C_dis2,C_dec17,C_con1,C_dir1,C_ang1,C_dis1,C_con2,C_dir2,C_ang2,C_dis2,C_oct18,C_con1,C_dir1,C_ang1,C_dis1,C_con2,C_dir2,C_ang2,C_dis2,C_nov18,C_con1,C_dir1,C_ang1,C_dis1,C_con2,C_dir2,C_ang2,C_dis2,C_dec18,C_con1,C_dir1,C_ang1,C_dis1,C_con2,C_dir2,C_ang2,C_dis2,C_oct19,C_con1,C_dir1,C_ang1,C_dis1,C_con2,C_dir2,C_ang2,C_dis2,C_nov19,C_con1,C_dir1,C_ang1,C_dis1,C_con2,C_dir2,C_ang2,C_dis2,C_dec19,C_con1,C_dir1,C_ang1,C_dis1,C_con2,C_dir2,C_ang2,C_dis2,C_oct20,C_con1,C_dir1,C_ang1,C_dis1,C_con2,C_dir2,C_ang2,C_dis2,C_nov20,C_con1,C_dir1,C_ang1,C_dis1,C_con2,C_dir2,C_ang2,C_dis2,C_dec20,C_con1,C_dir1,C_ang1,C_dis1,C_con2,C_dir2,C_ang2,C_dis2,C_oct21,C_con1,C_dir1,C_ang1,C_dis1,C_con2,C_dir2,C_ang2,C_dis2,C_nov21,C_con1,C_dir1,C_ang1,C_dis1,C_con2,C_dir2,C_ang2,C_dis2,C_dec21,C_con1,C_dir1,C_ang1,C_dis1,C_con2,C_dir2,C_ang2,C_dis2,S_dec15a,S_con1,S_dir1,S_ang1,S_dis1,S_con2,S_dir2,S_ang2,S_dis2,S_dec15b,S_con1,S_dir1,S_ang1,S_dis1,S_con2,S_dir2,S_ang2,S_dis2,S_jan16a,S_con1,S_dir1,S_ang1,S_dis1,S_con2,S_dir2,S_ang2,S_dis2,S_jan16b,S_con1,S_dir1,S_ang1,S_dis1,S_con2,S_dir2,S_ang2,S_dis2,S_dec16a,S_con1,S_dir1,S_ang1,S_dis1,S_con2,S_dir2,S_ang2,S_dis2,S_dec16b,S_con1,S_dir1,S_ang1,S_dis1,S_con2,S_dir2,S_ang2,S_dis2,S_jan17a,S_con1,S_dir1,S_ang1,S_dis1,S_con2,S_dir2,S_ang2,S_dis2,S_jan17b,S_con1,S_dir1,S_ang1,S_dis1,S_con2,S_dir2,S_ang2,S_dis2,S_dec17a,S_con1,S_dir1,S_ang1,S_dis1,S_con2,S_dir2,S_ang2,S_dis2,S_dec17b,S_con1,S_dir1,S_ang1,S_dis1,S_con2,S_dir2,S_ang2,S_dis2,S_jan18a,S_con1,S_dir1,S_ang1,S_dis1,S_con2,S_dir2,S_ang2,S_dis2,S_jan18b,S_con1,S_dir1,S_ang1,S_dis1,S_con2,S_dir2,S_ang2,S_dis2,S_dec18a,S_con1,S_dir1,S_ang1,S_dis1,S_con2,S_dir2,S_ang2,S_dis2,S_dec18b,S_con1,S_dir1,S_ang1,S_dis1,S_con2,S_dir2,S_ang2,S_dis2,S_jan19a,S_con1,S_dir1,S_ang1,S_dis1,S_con2,S_dir2,S_ang2,S_dis2,S_jan19b,S_con1,S_dir1,S_ang1,S_dis1,S_con2,S_dir2,S_ang2,S_dis2,S_dec19a,S_con1,S_dir1,S_ang1,S_dis1,S_con2,S_dir2,S_ang2,S_dis2,S_dec19b,S_con1,S_dir1,S_ang1,S_dis1,S_con2,S_dir2,S_ang2,S_dis2,S_jan20a,S_con1,S_dir1,S_ang1,S_dis1,S_con2,S_dir2,S_ang2,S_dis2,S_jan20b,S_con1,S_dir1,S_ang1,S_dis1,S_con2,S_dir2,S_ang2,S_dis2,S_dec20a,S_con1,S_dir1,S_ang1,S_dis1,S_con2,S_dir2,S_ang2,S_dis2,S_dec20b,S_con1,S_dir1,S_ang1,S_dis1,S_con2,S_dir2,S_ang2,S_dis2,S_jan21a,S_con1,S_dir1,S_ang1,S_dis1,S_con2,S_dir2,S_ang2,S_dis2,S_jan21b,S_con1,S_dir1,S_ang1,S_dis1,S_con2,S_dir2,S_ang2,S_dis2,S_dec21a,S_con1,S_dir1,S_ang1,S_dis1,S_con2,S_dir2,S_ang2,S_dis2,S_dec21b,S_con1,S_dir1,S_ang1,S_dis1,S_con2,S_dir2,S_ang2,S_dis2,S_jan22a,S_con1,S_dir1,S_ang1,S_dis1,S_con2,S_dir2,S_ang2,S_dis2,S_jan22b,S_con1,S_dir1,S_ang1,S_dis1,S_con2,S_dir2,S_ang2,S_dis2,G_dec15a,G_con1,G_dir1,G_ang1,G_dis1,G_con2,G_dir2,G_ang2,G_dis2,G_dec15b,G_con1,G_dir1,G_ang1,G_dis1,G_con2,G_dir2,G_ang2,G_dis2,G_jan16a,G_con1,G_dir1,G_ang1,G_dis1,G_con2,G_dir2,G_ang2,G_dis2,G_jan16b,G_con1,G_dir1,G_ang1,G_dis1,G_con2,G_dir2,G_ang2,G_dis2,G_dec16a,G_con1,G_dir1,G_ang1,G_dis1,G_con2,G_dir2,G_ang2,G_dis2,G_dec16b,G_con1,G_dir1,G_ang1,G_dis1,G_con2,G_dir2,G_ang2,G_dis2,G_jan17a,G_con1,G_dir1,G_ang1,G_dis1,G_con2,G_dir2,G_ang2,G_dis2,G_jan17b,G_con1,G_dir1,G_ang1,G_dis1,G_con2,G_dir2,G_ang2,G_dis2,G_dec17a,G_con1,G_dir1,G_ang1,G_dis1,G_con2,G_dir2,G_ang2,G_dis2,G_dec17b,G_con1,G_dir1,G_ang1,G_dis1,G_con2,G_dir2,G_ang2,G_dis2,G_jan18a,G_con1,G_dir1,G_ang1,G_dis1,G_con2,G_dir2,G_ang2,G_dis2,G_jan18b,G_con1,G_dir1,G_ang1,G_dis1,G_con2,G_dir2,G_ang2,G_dis2,G_dec18a,G_con1,G_dir1,G_ang1,G_dis1,G_con2,G_dir2,G_ang2,G_dis2,G_dec18b,G_con1,G_dir1,G_ang1,G_dis1,G_con2,G_dir2,G_ang2,G_dis2,G_jan19a,G_con1,G_dir1,G_ang1,G_dis1,G_con2,G_dir2,G_ang2,G_dis2,G_jan19b,G_con1,G_dir1,G_ang1,G_dis1,G_con2,G_dir2,G_ang2,G_dis2,G_dec19a,G_con1,G_dir1,G_ang1,G_dis1,G_con2,G_dir2,G_ang2,G_dis2,G_dec19b,G_con1,G_dir1,G_ang1,G_dis1,G_con2,G_dir2,G_ang2,G_dis2,G_jan20a,G_con1,G_dir1,G_ang1,G_dis1,G_con2,G_dir2,G_ang2,G_dis2,G_jan20b,G_con1,G_dir1,G_ang1,G_dis1,G_con2,G_dir2,G_ang2,G_dis2,G_dec20a,G_con1,G_dir1,G_ang1,G_dis1,G_con2,G_dir2,G_ang2,G_dis2,G_dec20b,G_con1,G_dir1,G_ang1,G_dis1,G_con2,G_dir2,G_ang2,G_dis2,G_jan21a,G_con1,G_dir1,G_ang1,G_dis1,G_con2,G_dir2,G_ang2,G_dis2,G_jan21b,G_con1,G_dir1,G_ang1,G_dis1,G_con2,G_dir2,G_ang2,G_dis2,G_dec21a,G_con1,G_dir1,G_ang1,G_dis1,G_con2,G_dir2,G_ang2,G_dis2,G_dec21b,G_con1,G_dir1,G_ang1,G_dis1,G_con2,G_dir2,G_ang2,G_dis2,G_jan22a,G_con1,G_dir1,G_ang1,G_dis1,G_con2,G_dir2,G_ang2,G_dis2,G_jan22b,G_con1,G_dir1,G_ang1,G_dis1,G_con2,G_dir2,G_ang2,G_dis2,,
1,10-330,-10.7795,142.5916,U/N Reef,U/N Reef (10-330),FN,,I,1,9999,N,2.149739067,1.214730992,0.83553108,0.214122,0.2494,,14,,0.012133294,335,10,622.3055644,0,0,0,0,,0.008479847,335,10,614.8788137,0,0,0,0,,0.01636336,335,10,616.2321495,0,0,0,0,,0.008292796,335,10,617.5768917,0,0,0,0,,0.010440862,335,10,614.3756156,0,0,0,0,,0.013540739,335,10,613.4285541,0,0,0,0,,0.011296036,335,10,613.6174393,0,0,0,0,,0.007295976,335,10,614.2998549,0,0,0,0,,0.008191165,335,10,614.8646634,0,0,0,0,,0.011536001,335,10,613.6765832,0,0,0,0,,0.009553403,335,10,611.4143774,0,0,0,0,,0.008244826,335,10,615.3355629,0,0,0,0,,0.008984978,335,10,615.5273223,0,0,0,0,,0.013863195,335,10,617.8063766,0,0,0,0,,0.01120305,335,10,613.9432445,0,0,0,0,,0.010765414,335,10,613.1051897,0,0,0,0,,0.011421176,335,10,612.9843805,0,0,0,0,,0.010378387,335,10,610.9578644,0,0,0,0,,0.010487452,335,10,612.333986,0,0,0,0,,0.011551298,335,10,618.9111366,0,0,0,0,,0.01023189,335,10,610.1562194,0,0,0,0,,0.000192589,85,130,62.06707914,0,0,0,0,,0.000280753,105,50,116.9885457,0,0,0,0,,9.14E-05,90,20,98.99961903,0,0,0,0,,0.00029674,95,30,121.4568746,0,0,0,0,,4.84E-05,100,100,78.41062454,8.85E-06,355,10,21.72756017,,0.000249227,105,30,116.6265538,0,0,0,0,,0.000187249,100,40,117.762325,0,0,0,0,,0.000245669,85,150,72.18445176,0,0,0,0,,3.83E-05,90,20,93.46540602,9.61E-06,155,10,48.54710644,,3.10E-05,5,10,19.85349925,0.000144828,90,20,90.19916995,,0.000139622,60,100,50.71971158,0,0,0,0,,0.000227209,55,50,61.94852448,0.000200911,100,20,81.74055075,,0.000222275,110,60,96.85381397,0,0,0,0,,0.000278603,70,80,71.03352404,0,0,0,0,,0.000140162,115,70,89.38374726,0,0,0,0,,0.000338022,115,30,132.6481103,0,0,0,0,,0.000178857,90,20,90.87116314,2.73E-05,145,10,54.1535044,,9.65E-05,115,70,71.43044874,9.03E-11,60,20,36.8191588,,0.000237427,90,20,98.79247644,0,0,0,0,,0.000475807,80,40,103.4353646,0,0,0,0,,0.00018713,115,70,82.06452063,2.96E-05,50,40,35.38671154,,0.000281365,80,60,65.8485083,2.44E-05,155,10,48.05480812,,0.000114261,60,100,56.3621625,0,0,0,0,,0.000192968,75,150,77.08781513,0,0,0,0,,0.000127345,80,140,58.92974789,0,0,0,0,,0.000142527,95,30,95.61233789,0,0,0,0,,6.22E-05,95,30,86.02869192,0,0,0,0,,0.000207581,110,60,108.9489023,2.11E-05,35,10,14.47863147,,0.000184175,95,70,101.9339981,0,0,0,0,,0.000156414,110,60,109.1643635,0,0,0,0,,0.000165261,85,50,106.6392115,0,0,0,0,,0.000194262,115,70,103.7841349,0,0,0,0,,0.000107886,105,90,96.14962877,0,0,0,0,,0.000145743,105,50,125.565528,0,0,0,0,,0.000185253,100,80,100.6639595,0,0,0,0,,0.000230163,115,70,116.0277461,0,0,0,0,,3.32E-05,90,20,90.14856521,0,0,0,0,,5.47E-05,95,30,88.38982301,9.92E-06,145,10,54.31908466,,0.000179165,70,80,71.61617024,0,0,0,0,,1.67E-05,55,50,84.33423764,3.60E-06,5,10,22.37750727,,0.00022342,95,90,86.15852481,0,0,0,0,,0.00011082,65,70,83.59334064,0,0,0,0,,0.000133862,105,30,130.713004,0,0,0,0,,0.000402215,120,80,129.8399754,0,0,0,0,,6.14E-06,95,10,83.79018109,1.09E-05,145,10,50.52376385,,4.93E-05,60,120,75.02043036,0,0,0,0,,5.06E-05,65,10,82.72699151,0.000100953,105,50,121.4000699,,0.000496037,105,70,115.9136979,0,0,0,0,,9.82E-05,110,60,81.68933924,3.65E-05,355,10,27.21892635,,0.000136277,70,80,71.21658134,0,0,0,0,,4.28E-05,355,10,19.17801428,2.63E-05,95,10,84.82588415,,0.000135538,115,70,105.0601753,0,0,0,0,,9.69E-05,80,140,61.40881833,0,0,0,0,,7.93E-05,95,30,116.5922772,0,0,0,0,,0.000107677,95,30,110.8183331,0,0,0,0,,9.55E-05,90,20,97.17965281,0,0,0,0,,118.5511532
2,10-331,-10.7966,142.7106,Harrington Shoal,Harrington Shoal (10-331),FN,,I,1,9999,N,1.099287194,1.353880779,0.050957401,0.009859,0.000802,,13,,0.011573207,335,10,624.4255863,0,0,0,0,,0.007740474,335,10,628.0226877,0,0,0,0,,0.017555669,335,10,621.7701862,0,0,0,0,,0.006030759,335,10,637.1860144,0,0,0,0,,0.006037533,335,10,633.0503084,0,0,0,0,,0.014809528,335,10,621.2866391,0,0,0,0,,0.005544624,335,10,636.6654258,0,0,0,0,,0.004829963,335,10,638.5234399,0,0,0,0,,0.004350086,335,10,631.665279,0,0,0,0,,0.006094857,335,10,639.2034678,0,0,0,0,,0.013792945,335,10,621.5926436,0,0,0,0,,0.008705697,335,10,635.7484536,0,0,0,0,,0.00845652,335,10,618.0532825,0,0,0,0,,0.010049945,335,10,626.478739,0,0,0,0,,0.012237803,335,10,626.7782255,0,0,0,0,,0.007712698,335,10,633.3554421,0,0,0,0,,0.010160915,335,10,623.5500025,0,0,0,0,,0.013483099,335,10,614.3693512,0,0,0,0,,0.007497334,335,10,632.1665005,0,0,0,0,,0.010140737,335,10,629.6570586,0,0,0,0,,0.017184536,335,10,618.2331803,0,0,0,0,,7.55E-05,90,20,85.26864011,6.89E-05,335,10,20.78243738,,0.000242673,100,20,98.916753,0.000157482,155,10,103.797799,,4.05E-05,95,10,71.38118626,1.97E-05,165,10,42.79595764,,0.0004111,95,50,108.2499102,0,0,0,0,,5.17E-05,105,10,66.1865815,1.29E-05,345,10,25.09838945,,0.000250886,115,70,91.87151419,0,0,0,0,,0.000542451,115,70,96.54141138,0,0,0,0,,0.000112421,85,50,82.67756093,5.62E-05,335,10,16.02698204,,0,0,0,0,0,0,0,0,,1.31E-05,335,10,26.72411562,0,0,0,0,,9.64E-05,90,20,77.17823221,8.80E-05,335,10,16.58436002,,0.000548921,75,70,79.07636752,8.59E-05,335,10,20.23020956,,0.000253086,90,60,79.11358194,0,0,0,0,,0.000339758,75,70,69.77146603,4.88E-05,345,10,15.2536764,,8.66E-05,335,10,18.94158901,8.33E-05,60,80,61.65770471,,0.00060144,110,40,124.6328974,0,0,0,0,,0.000158073,120,80,66.77767993,2.11E-05,335,10,26.29288945,,6.98E-05,95,110,59.15427003,1.28E-05,335,10,26.3390533,,0.000256794,85,90,67.32789518,4.06E-05,335,10,17.63256615,,0.000700733,90,80,96.57854271,0,0,0,0,,0.000184343,75,70,62.17816991,8.60E-05,335,10,17.04222257,,0.000289793,80,60,75.4065327,0,0,0,0,,8.17E-05,335,10,20.78011324,8.33E-05,55,70,74.55983897,,0.000199349,100,120,78.56567693,0,0,0,0,,3.40E-09,70,40,86.01756983,0,0,0,0,,0.000141392,135,70,95.55141119,6.84E-05,5,70,58.664197,,7.63E-05,95,30,106.3163745,0,0,0,0,,0.000248115,100,40,105.0362889,0,0,0,0,,0.00010379,90,60,79.31746983,2.23E-05,15,70,37.51557104,,0.000232736,100,80,92.13128738,0,0,0,0,,0.000161179,75,50,90.53723284,0,0,0,0,,0.000238256,110,80,101.9369772,0,0,0,0,,6.97E-05,80,80,87.43577899,0,0,0,0,,0.000218259,110,60,108.3074462,0,0,0,0,,0.000277659,100,120,83.17580888,0,0,0,0,,0.000328188,110,100,93.51162111,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0.000191553,75,70,70.25393589,2.31E-05,335,10,17.67197896,,1.06E-05,55,10,84.78059164,0,0,0,0,,0.000166734,90,100,63.12857462,5.14E-05,335,10,18.64655168,,3.19E-05,60,40,66.08864438,2.47E-05,335,10,17.97855962,,0.000124307,105,50,137.1765993,0,0,0,0,,0.000756107,120,80,115.4731335,0,0,0,0,,4.26E-05,90,20,85.91906979,7.46E-06,165,10,43.26207333,,5.02E-05,100,40,75.65486193,8.12E-06,335,10,22.36206426,,0.000203307,85,70,88.79057549,0,0,0,0,,0.00037578,100,60,104.6927405,0,0,0,0,,6.77E-05,90,20,80.08809494,4.53E-05,335,10,18.337176,,0.000241025,75,50,90.70883042,0,0,0,0,,4.50E-05,335,10,18.42843401,2.60E-05,75,70,53.54705862,,0.000169326,115,70,98.67897738,0,0,0,0,,3.30E-06,25,10,44.38647598,7.98E-06,55,10,48.17960827,,0.000162915,115,70,100.413699,0,0,0,0,,0.00032307,130,60,117.8317617,0,0,0,0,,4.90E-05,95,30,71.26821334,8.62E-06,335,10,19.48256645,,
3,10-332,-10.8243,142.5736,U/N Reef,U/N Reef (10-332),FN,,I,1,9999,N,0.972122477,0.024653019,0.000170837,0.001148882,0.001571675,,13,,0.015807109,335,10,619.4497883,0,0,0,0,,0.01248771,335,10,626.9363361,0,0,0,0,,0.012818468,335,10,615.6131789,0,0,0,0,,0.014649617,335,10,615.7132217,0,0,0,0,,0.01217406,335,10,613.8387732,0,0,0,0,,0.004634218,335,10,604.1712443,0,0,0,0,,0.012010754,335,10,614.0292255,0,0,0,0,,0.012255163,335,10,614.9965949,0,0,0,0,,0.01210999,335,10,615.7668793,0,0,0,0,,0.012257303,335,10,613.0218997,0,0,0,0,,0.006369624,335,10,608.8339893,0,0,0,0,,0.008649896,335,10,611.8408203,0,0,0,0,,0.012258827,335,10,615.399728,0,0,0,0,,0.015435474,335,10,618.2014503,0,0,0,0,,0.015313534,335,10,619.146365,0,0,0,0,,0.010814613,335,10,614.1782888,0,0,0,0,,0.012835462,335,10,614.2848664,0,0,0,0,,0.009415156,335,10,611.0853428,0,0,0,0,,0.009992769,335,10,612.3760344,0,0,0,0,,0.008650251,335,10,613.8654427,0,0,0,0,,0.003842425,335,10,614.8782507,0,0,0,0,,4.89E-05,95,10,88.57027577,1.10E-05,145,10,46.41043477,,0.000139454,95,10,116.5848599,0.000160512,120,20,115.9760742,,0.000129624,90,20,95.4892592,0,0,0,0,,0.000126185,105,30,132.4246559,0,0,0,0,,4.03E-05,95,10,78.3840425,2.65E-05,145,10,48.59921566,,0.000139436,105,30,148.0787842,0,0,0,0,,0.000182149,60,80,65.5515602,0,0,0,0,,0.000250777,80,160,83.7117971,0,0,0,0,,4.42E-05,50,100,68.56379417,0,0,0,0,,0.000108166,90,20,87.17781791,0,0,0,0,,7.95E-05,90,20,89.62083769,0,0,0,0,,0.000355094,50,100,58.10663661,0,0,0,0,,0.000192048,95,30,127.3245255,0,0,0,0,,0.000252222,65,70,68.07826959,0,0,0,0,,0.000105278,110,60,104.346282,0,0,0,0,,0.000218053,115,30,154.9283689,0,0,0,0,,1.72E-05,85,10,85.75971881,1.41E-05,145,10,50.71461076,,8.05E-06,85,10,86.76566891,2.17E-05,145,10,48.26872438,,7.27E-05,90,20,127.0527685,1.78E-05,145,10,57.67670505,,0.000327004,100,80,99.92730705,0,0,0,0,,0.000190099,60,80,59.15069731,0,0,0,0,,0.000255874,90,20,94.17592921,0,0,0,0,,6.46E-05,5,10,23.15530318,0.000106329,90,20,101.0639307,,0.000242039,85,130,86.00678673,0,0,0,0,,1.34E-05,85,10,83.62234154,2.76E-05,145,10,48.5940666,,5.65E-05,95,10,83.6938597,0,0,0,0,,8.67E-05,100,40,111.2617385,0,0,0,0,,0.000120186,90,20,96.62423218,0,0,0,0,,5.33E-05,100,40,119.5567965,0,0,0,0,,0.000199841,105,50,108.4007074,0,0,0,0,,0.000128152,70,60,81.88852611,0,0,0,0,,0.00010792,110,40,116.4631437,0,0,0,0,,1.11E-05,5,10,26.73619161,4.02E-05,100,40,131.2545923,,7.80E-05,100,20,153.7557653,0,0,0,0,,0.000177908,95,90,98.92763615,0,0,0,0,,0.000213703,120,80,116.2199496,0,0,0,0,,2.60E-05,90,20,85.83540538,7.17E-06,145,10,50.24044165,,3.81E-05,90,20,90.52197933,1.49E-05,145,10,50.39279671,,0.000138905,65,70,69.64534851,0,0,0,0,,1.02E-05,5,10,26.37037579,8.92E-06,95,10,78.19677528,,0.00017227,105,50,128.1826418,0,0,0,0,,0.000127644,65,70,75.82133803,0,0,0,0,,9.44E-05,110,40,119.1074228,0,0,0,0,,0.000140263,110,20,155.8284759,9.15E-05,135,10,142.0923568,,3.29E-06,95,10,84.75591653,4.08E-06,145,10,50.71461076,,1.51E-05,85,10,83.44672145,0,0,0,0,,8.84E-05,75,30,110.4008339,4.74E-05,130,20,81.41080213,,0.000413577,100,60,118.0886466,0,0,0,0,,0.000122655,55,90,53.07111605,0,0,0,0,,0.000111401,65,70,74.2017022,0,0,0,0,,3.25E-05,20,20,22.83789838,3.85E-05,90,20,99.82673665,,6.17E-05,95,30,109.355888,0,0,0,0,,2.99E-05,90,20,88.92829404,0,0,0,0,,4.82E-05,85,10,122.9109688,0,0,0,0,,8.29E-05,100,40,113.9614306,0,0,0,0,,7.41E-05,90,20,91.78548071,1.24E-05,145,10,51.04997906,,
4,10-333,-10.8354,142.5766,U/N Reef,U/N Reef (10-333),FN,,I,1,9999,N,0.452623649,0.005192255,2.96E-05,0.000209296,0.000235794,,12,,0.014400305,335,10,620.5256967,0,0,0,0,,0.011100663,335,10,614.7560266,0,0,0,0,,0.009642418,335,10,617.4721046,0,0,0,0,,0.013817116,335,10,615.1728485,0,0,0,0,,0.010132656,335,10,615.1958781,0,0,0,0,,0.004733952,335,10,605.0669894,0,0,0,0,,0.011171833,335,10,615.2302705,0,0,0,0,,0.011165661,335,10,614.3275699,0,0,0,0,,0.01183494,335,10,616.8774495,0,0,0,0,,0.011915668,335,10,613.8233109,0,0,0,0,,0.006574317,335,10,609.5389418,0,0,0,0,,0.009707129,335,10,614.2030686,0,0,0,0,,0.010692029,335,10,616.4111895,0,0,0,0,,0.014280478,335,10,618.6772598,0,0,0,0,,0.015001198,335,10,620.6629127,0,0,0,0,,0.009422929,335,10,615.4914511,0,0,0,0,,0.012952698,335,10,615.4627924,0,0,0,0,,0.008254002,335,10,608.838575,0,0,0,0,,0.009623432,335,10,613.1310615,0,0,0,0,,0.008282484,335,10,613.697803,0,0,0,0,,0.003385002,335,10,614.8974106,0,0,0,0,,3.30E-07,85,10,86.76040116,0,0,0,0,,0.000160794,85,10,103.3533159,0.000145139,120,20,113.969275,,0.000151073,90,20,96.12861845,0,0,0,0,,0.000142818,100,20,142.8095486,0,0,0,0,,3.77E-05,95,10,75.70903877,1.31E-05,145,10,49.74736787,,0.000153884,110,40,122.1274674,0,0,0,0,,0.00019231,105,50,114.0485632,0,0,0,0,,0.000286429,80,160,91.27917539,0,0,0,0,,4.03E-05,50,100,71.07081948,0,0,0,0,,8.03E-05,90,20,88.69018449,8.41E-06,145,10,45.40968534,,6.58E-05,90,20,92.79069931,0,0,0,0,,0.000196863,60,80,65.18868548,0,0,0,0,,0.000298136,110,40,118.2889838,0,0,0,0,,0.000239156,60,80,61.6030806,0,0,0,0,,0.000142356,80,140,73.69946894,0,0,0,0,,0.000197897,115,30,158.6015254,0,0,0,0,,1.71E-05,85,10,85.44364739,1.41E-05,145,10,49.74547326,,1.31E-05,85,10,85.44226522,9.07E-06,145,10,49.74550311,,0.000114339,90,20,117.744015,0,0,0,0,,0.000387823,85,70,109.1954448,0,0,0,0,,0.000166377,55,90,53.88900533,0,0,0,0,,0.000204625,90,20,92.66436786,0,0,0,0,,8.33E-05,10,20,21.27220545,7.33E-05,85,10,115.9028423,,0.000176242,80,140,84.41660639,0,0,0,0,,1.42E-05,85,10,86.46409539,2.75E-05,145,10,47.60410438,,2.29E-05,85,10,98.27689338,0,0,0,0,,8.30E-05,110,60,97.31735683,0,0,0,0,,0.000162247,95,30,118.5455876,0,0,0,0,,3.29E-05,85,10,89.36526193,4.55E-06,125,10,96.32669502,,0.000198783,105,50,110.0423338,0,0,0,0,,9.42E-05,110,60,99.57104229,0,0,0,0,,9.43E-05,110,40,112.7402784,0,0,0,0,,3.90E-05,100,40,131.6116216,7.53E-06,145,10,58.65540429,,7.76E-05,105,30,154.0393085,0,0,0,0,,0.000195255,105,90,107.4421765,0,0,0,0,,0.000182009,105,110,102.3713888,0,0,0,0,,2.09E-05,85,10,90.40017552,6.46E-06,145,10,48.58801561,,4.37E-05,90,20,89.50150554,1.01E-05,145,10,47.36156774,,0.000136486,60,80,64.78308864,0,0,0,0,,1.52E-05,5,10,23.37958846,1.96E-05,95,10,72.75172156,,0.000167648,110,60,119.4280237,0,0,0,0,,9.02E-05,40,80,70.74607804,0,0,0,0,,8.96E-05,100,40,127.2847839,0,0,0,0,,0.000123573,110,20,156.1001419,0.000108219,135,10,141.7513861,,5.01E-06,85,10,85.44364739,4.00E-06,145,10,49.74547326,,2.06E-05,90,20,86.52676501,0,0,0,0,,0.000158067,100,80,102.179931,0,0,0,0,,0.000484572,100,60,126.1946036,0,0,0,0,,0.000129033,55,90,53.26746406,0,0,0,0,,0.000126953,70,60,72.8168605,0,0,0,0,,3.34E-05,10,20,21.32962912,2.75E-05,85,10,114.7036804,,8.71E-05,105,50,99.71296637,0,0,0,0,,1.90E-05,90,20,87.51464915,5.08E-06,145,10,49.74547326,,4.67E-05,85,10,127.1914569,0,0,0,0,,6.35E-05,100,20,123.4666707,0,0,0,0,,5.66E-05,90,20,95.89673237,8.75E-06,145,10,47.78710158,,
